Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB▼,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
525,Bill Hallahan,26,STL,NL,20,30,26,2,4,0,0,0,3,0,0,2,13,.154,.214,.154,.368,-8,4,,0,2,,0,1,hallabi01
526,Eppie Hamilton,29,BBB,NNL,18,53,52,8,16,1,1,2,13,0,,1,,.308,.321,.481,.802,106,25,,0,0,,,2/7,hamilep01
527,Fred Haney,33,STL,NL,10,28,26,4,3,1,1,0,2,0,0,1,2,.115,.179,.231,.409,-1,6,,1,0,,0,/5H,haneyfr01
528,Mel Harder,19,CLE,AL,11,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,1,hardeme01
529,Walter Harper?,--,CAG,NNL,1,1,1,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,,harpewa01
530,Bill Harris?,--,SLS,NNL,1,2,1,1,0,0,0,0,0,0,,1,,.000,.500,.000,.500,42,0,,0,0,,,/2,harribi05
531,Henry Harris?,28,MRS,NNL,21,74,59,5,9,2,0,0,3,0,,10,,.153,.275,.186,.462,23,11,,0,5,,,6/4,harrihe02
532,Earl Harrison?,29,HG,ANL,2,2,2,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,harriea02
533,Grover Hartley,40,CLE,AL,24,35,33,2,9,0,1,0,8,0,0,2,1,.273,.314,.333,.648,65,11,,0,0,,0,2H,hartlgr01
534,Joe Hassler,24,PHA,AL,4,4,4,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,,0,0,,0,/H6,hassljo01
535,Joe Hauser*,30,CLE,AL,37,56,48,8,12,1,1,3,9,0,0,4,8,.250,.321,.500,.821,106,24,,1,0,,0,H/3,hausejo01
536,Bun Hayes,25,BBS,ANL,8,21,19,2,6,0,0,0,2,0,,1,,.316,.350,.316,.666,63,6,,0,1,,,/19,hayesbu02
537,Ray Hayworth,25,DET,AL,14,47,43,5,11,0,0,0,4,0,0,3,8,.256,.304,.256,.560,46,11,,0,1,,0,2,haywora01
538,Bunny Hearn*,25,BSN,NL,10,4,2,1,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,-8,0,,0,1,,0,1,hearnbu02
539,Fred Heimach*,28,NYY,AL,36,53,49,5,9,2,0,1,2,0,0,3,12,.184,.231,.286,.516,36,14,,0,0,,0,1/H,heimafr01
540,Rats Henderson,32,AC,ANL,28,68,60,7,12,1,0,0,6,0,,3,,.200,.250,.217,.467,15,13,,1,4,,,1,hendera01
541,Butch Henline,34,BRO,NL,27,73,62,5,15,2,0,1,7,0,0,9,9,.242,.338,.323,.661,66,20,,0,2,,0,2/H,henlibu01
542,Logan Hensley,29,SLS,NNL,28,69,65,7,13,1,1,3,10,0,,2,,.200,.224,.385,.608,56,25,,0,2,,,1,hensllo01
543,Ramón Hernández?,22,CSW,NNL,34,128,111,14,29,3,1,5,16,0,,14,,.261,.349,.441,.791,105,49,,1,2,,,5/2,hernara03
544,Art Herring,23,DET,AL,4,14,14,2,3,2,1,0,3,0,0,0,1,.214,.214,.500,.714,78,7,,0,0,,0,/1,herriar01
545,Carmen Hill,33,TOT,NL,30,33,31,1,1,0,0,0,0,0,0,1,7,.032,.063,.032,.095,-76,1,,0,0,,0,1,hillca01
546,John Hines,28,CAG,NNL,4,12,11,0,1,1,0,0,1,0,,1,,.091,.167,.182,.348,-9,2,,0,0,,,/2,hinesjo01
547,Elon Hogsett*,25,DET,AL,4,10,10,0,2,0,0,0,0,0,0,0,2,.200,.200,.200,.400,3,2,,0,0,,0,/1,hogsech01
548,Bill Holland#,28,NLG,ANL,23,72,64,10,12,2,0,0,4,0,,5,,.188,.246,.219,.465,14,14,,0,3,,,1/879,hollabi03
549,Mul Holland,26,STL,NL,8,5,4,1,1,0,0,0,1,0,0,1,0,.250,.400,.250,.650,63,1,,0,0,,0,/1,hollamu01
550,Jim Holloway,20,PHI,NL,3,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,386,1,,0,0,,0,/1,holloji01
551,Ken Holloway,31,CLE,AL,25,42,41,1,7,2,0,0,1,0,0,1,3,.171,.190,.220,.410,4,9,,0,0,,0,1,holloke01
552,Lefty Holmes*,22,NLG,ANL,4,11,11,4,4,1,0,0,4,0,,0,,.364,.364,.455,.818,98,5,,0,0,,,/1,holmele01
553,Paul Hopkins,24,TOT,AL,9,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,,0,0,,0,/1,hopkipa01
554,Trader Horne#,31,CHC,NL,11,6,5,1,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,99,2,,0,1,,0,1,hornetr01
555,Nat Howard?,--,NLG,ANL,7,17,16,1,2,1,0,0,2,0,,1,,.125,.176,.188,.364,-11,3,,0,0,,,/17,howarna01
556,Waite Hoyt,29,NYY,AL,30,85,76,9,17,4,1,0,6,0,0,1,11,.224,.234,.303,.536,41,23,,0,8,,0,1,hoytwa01
557,Carl Hubbell,26,NYG,NL,39,102,93,6,12,1,0,0,10,0,0,2,14,.129,.147,.140,.287,-28,13,,0,7,,0,1,hubbeca01
558,Mel Ingram,24,PIT,NL,3,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/H,ingrame01
559,Barney Jenkins?,--,DS,NNL,1,4,4,0,1,0,0,0,1,0,,0,,.250,.250,.250,.500,31,1,,0,0,,,/2,jenkiba01
560,Tom Jenkins*,31,SLB,AL,21,26,22,1,4,0,1,0,0,0,0,4,8,.182,.308,.273,.580,49,6,,0,0,,0,H/9,jenkito01
561,Dan Jessee*,28,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/H,jesseda01
562,Johnson?,--,BBB,NNL,5,12,12,0,2,0,1,0,4,0,,0,,.167,.167,.333,.500,27,4,,0,0,,,/25,johns12
563,Hank Johnson,23,NYY,AL,13,16,14,2,1,1,0,0,3,0,0,0,4,.071,.071,.143,.214,-45,2,,0,2,,0,1/H,johnsha01
564,Si Johnson,22,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/1,johnssi01
565,Syl Johnson,28,STL,NL,42,64,60,4,7,2,1,1,5,0,0,1,23,.117,.131,.233,.364,-13,14,,0,3,,0,1,johnssy01
566,Percy Jones,29,BSN,NL,36,67,61,4,9,1,0,0,3,0,0,2,16,.148,.175,.164,.339,-14,10,,0,4,,0,1/H,jonespe01
567,Bubber Jonnard,31,STL,NL,18,33,31,1,3,0,0,0,2,0,0,0,6,.097,.097,.097,.194,-52,3,,0,2,,0,2/H,jonnabu01
568,Claude Jonnard,31,CHC,NL,12,10,10,1,2,1,1,0,2,0,0,0,5,.200,.200,.500,.700,67,5,,0,0,,0,1,jonnacl01
569,Buck Jordan*,22,NYG,NL,2,2,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,262,2,,0,0,,0,/3H,jordabu01
570,Arndt Jorgens,24,NYY,AL,18,41,34,6,11,3,0,0,4,0,0,6,7,.324,.425,.412,.837,122,14,,0,1,,0,2/H,jorgear01
571,Ralph Judd*,27,NYG,NL,18,14,14,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,,0,0,,0,1,juddra01
572,Dutch Kemner,30,CIN,NL,9,4,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,27,1,,0,0,,0,/1,kemnedu01
573,Harry Kenyon,35,MRS,NNL,9,22,21,3,4,0,0,1,3,0,,1,,.190,.227,.333,.561,44,7,,0,0,,,/1937,kenyoha01
574,Kerry?,--,AC,ANL,1,1,1,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,,kerry01
575,Chad Kimsey*,22,SLB,AL,29,32,30,6,8,2,0,2,4,0,0,1,8,.267,.290,.533,.824,105,16,,0,1,,0,1/H,kimsech01
576,Ray Kolp,34,CIN,NL,30,53,49,5,8,3,0,0,7,0,0,0,8,.163,.163,.224,.388,-3,11,,0,4,,0,1,kolpra01
577,Lou Koupal,30,TOT,NL,33,48,46,2,5,0,1,0,0,0,0,0,7,.109,.109,.152,.261,-37,7,,0,2,,0,1,koupalo01
578,Ray Kremer,34,PIT,NL,34,94,86,4,11,4,0,1,8,0,0,7,26,.128,.194,.209,.403,-1,18,,0,1,,0,1,kremera01
579,Obie Lackey,25,TOT,ANL,37,137,128,11,35,4,0,0,19,0,,6,,.273,.306,.305,.611,49,39,,0,3,,,6,lackeob01
580,Doc Land*,26,WSH,AL,1,4,3,0,0,0,0,0,0,0,0,1,0,.000,.250,.000,.250,-31,0,,0,0,,0,/8,landdo01
581,Alto Lane?,21,MRS,NNL,3,7,7,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,laneal01
582,Duke Lattimore?,25,BBS,ANL,15,42,37,5,9,1,1,0,4,0,,2,,.243,.282,.324,.606,47,12,,0,3,,,2,lattidu01
583,Bevo LeBourveau*,32,PHA,AL,12,22,16,1,5,0,1,0,2,0,1,5,1,.313,.476,.438,.914,133,7,,0,1,,0,H/89,leboube01
584,Walt Lerian,26,PHI,NL,105,333,273,28,61,13,2,6,25,0,1,53,37,.223,.354,.352,.705,71,96,,2,5,,5,*2/H,leriawa01
585,Sam Leslie*,23,NYG,NL,1,2,1,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-100,0,,0,1,,0,/7H,leslisa01
586,Gorham Leverett,35,BSN,NL,24,35,32,3,6,1,0,0,2,0,0,2,10,.188,.235,.219,.454,16,7,,0,0,,0,1,leverdi01
587,Oscar Levis*,30,CSE,ANL,23,58,52,2,9,3,0,0,5,0,,3,,.173,.218,.231,.449,9,12,,0,3,,,1/8,levisos01
588,Carl Lind,25,CLE,AL,66,249,225,19,54,8,1,0,13,0,2,13,17,.240,.282,.284,.566,44,64,,0,11,,1,4/5H,lindca01
589,Jim Lindsey,30,STL,NL,2,6,5,0,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,-2,1,,0,0,,0,/1,lindsji01
590,Bob Linton*,27,PIT,NL,17,19,18,0,2,0,0,0,1,0,0,1,2,.111,.158,.111,.269,-33,2,,0,0,,0,H/2,lintobo01
591,Horace Lisenbee,30,BOS,AL,5,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/1,lisenho01
592,Ad Liska,22,WSH,AL,24,32,29,1,5,0,0,0,0,0,0,2,8,.172,.250,.172,.422,10,5,,1,0,,0,1,liskaad01
593,Hubert Lockhart?,30,CAG,NNL,2,5,4,1,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,1,,,/1,lockhhu01
594,Ventura López?,20,CSW,NNL,10,20,20,2,5,0,0,0,1,0,,0,,.250,.250,.250,.500,31,5,,0,0,,,1,lopezve01
595,Jesús Lorenzo?,23,CSW,NNL,18,50,44,11,13,1,0,0,3,0,,4,,.295,.354,.318,.672,77,14,,0,2,,,1/795,lorenje01
596,Ray Lucas,20,NYG,NL,3,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,149,1,,0,0,,0,/1,lucasra01
597,Dolf Luque,38,CIN,NL,32,63,54,10,15,0,0,1,8,0,0,4,5,.278,.339,.333,.672,71,18,,1,4,,0,1,luquedo01
598,Ted Lyons#,28,CHW,AL,40,104,91,7,20,4,0,0,11,0,0,9,13,.220,.290,.264,.554,45,24,,0,4,,0,1/H9,lyonste01
599,Terry Lyons,20,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/3,lyonste02
600,Danny MacFayden,24,BOS,AL,32,80,74,6,13,2,0,0,2,0,0,2,21,.176,.197,.203,.400,4,15,,0,4,,0,1,macfada01
601,Pat Malone*,26,CHC,NL,40,109,105,8,22,3,0,2,11,0,0,4,23,.210,.239,.295,.534,31,31,,0,0,,0,1,malonpa02
602,Firpo Marberry,30,WSH,AL,49,92,81,9,19,3,1,0,11,0,1,5,14,.235,.287,.296,.584,50,24,,1,5,,0,1,marbefi01
603,Marshall?,--,BBB,NNL,1,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,0,0,,,/2,marsh03
604,Doc Marshall,23,NYG,NL,5,17,15,6,6,2,0,0,2,0,0,1,0,.400,.438,.533,.971,139,8,,0,1,,0,/4H,marshdo02
605,Jack Marshall,34,CAG,NNL,14,36,31,3,6,0,0,0,3,0,,0,,.194,.194,.194,.387,1,6,,0,5,,,1/3,marshja02
606,Cloy Mattox*,26,PHA,AL,3,7,6,0,1,0,0,0,0,0,0,1,1,.167,.286,.167,.452,17,1,,0,0,,0,/2,mattocl01
607,Jakie May,33,CIN,NL,41,67,64,5,13,3,0,0,4,0,0,0,13,.203,.203,.250,.453,14,16,,0,3,,0,1,mayja01
608,Carl Mays*,37,NYG,NL,37,41,34,3,12,1,0,0,5,0,0,5,2,.353,.436,.382,.818,105,13,,0,2,,0,1,maysca01
609,Elliott Mayweather?,--,MRS,NNL,1,2,2,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,mayweel01
610,Bob McClure,38,AC,ANL,27,40,35,3,8,1,0,0,3,0,,2,,.229,.270,.257,.527,29,9,,0,3,,,1,mcclubo02
611,Frank McCoy*,23,CSE,ANL,2,6,6,1,3,1,0,0,2,0,,0,,.500,.500,.667,1.167,182,4,,0,0,,,/1,mccoyfr01
612,Paul McCullough,30,WSH,AL,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/1,mcculpa01
613,Luther McDonald?,23,SLS,NNL,13,17,14,4,5,1,0,0,2,0,,2,,.357,.438,.429,.866,127,6,,0,1,,,1,mcdonlu01
614,Webster McDonald*,29,TOT,MLB,7,24,22,3,6,1,0,0,2,0,,0,,.273,.273,.318,.591,51,7,,0,2,,,/1,mcdonwe01
615,Bob McGraw,34,PHI,NL,41,23,20,2,4,0,1,0,1,0,0,1,4,.200,.238,.300,.538,29,6,,0,1,,0,1,mcgrabo01
616,Hal McKain*,22,CHW,AL,34,56,44,5,10,1,0,0,1,0,0,9,8,.227,.370,.250,.620,64,11,,1,1,,0,1,mckaiha01
617,Hugh McMullen#,27,CIN,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/2,mcmulhu01
618,Doug McWeeny,32,BRO,NL,36,57,48,3,5,0,0,0,1,0,0,6,17,.104,.204,.104,.308,-21,5,,0,3,,0,1,mcweedo01
619,Lee Meadows*,34,PIT,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/1,meadole01
620,Heinie Meine,33,PIT,NL,22,44,39,6,4,1,1,0,5,0,0,2,1,.103,.146,.179,.326,-21,7,,0,3,,0,1,meinehe01
621,Johnny Miljus,34,CLE,AL,34,45,43,7,11,4,1,0,5,0,1,0,12,.256,.256,.395,.651,63,17,,0,2,,0,1,miljujo01
622,Miller?,--,AC,ANL,1,1,1,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,mille06
623,Elmer Miller*,26,PHI,NL,31,39,38,3,9,1,0,1,4,0,0,1,5,.237,.256,.342,.599,43,13,,0,0,,0,H/19,milleel02
624,Rudy Miller,28,PHA,AL,2,7,4,1,1,0,0,0,1,0,0,3,0,.250,.571,.250,.821,115,1,,0,0,,0,/5,milleru02
625,John Milligan,25,PHI,NL,8,3,3,0,1,0,0,0,1,0,0,0,0,.333,.333,.333,.667,62,1,,0,0,,0,/1,millijo02
626,Juanelo Mirabal,28,CSE,ANL,11,18,17,2,2,0,0,0,1,0,,1,,.118,.167,.118,.284,-30,2,,0,0,,,1,mirabju01
627,Alonzo Mitchell,24,AC,ANL,7,8,8,2,4,0,0,0,0,0,,0,,.500,.500,.500,1.000,144,4,,0,0,,,/1,mitchal01
628,Bud Mitchell?,--,HIL,ANL,4,7,6,1,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,1,,,/937,mitchbu01
629,George Mitchell,29,DS,NNL,25,50,47,7,11,0,1,1,4,0,,1,,.234,.250,.340,.590,52,16,,0,2,,,1/3,mitchge01
630,Guillermo Molina?,20,CSW,NNL,6,6,4,0,1,0,0,0,0,0,,0,,.250,.250,.250,.500,31,1,,0,2,,,/1,molingu02
631,Willis Moody*,30,HG,ANL,1,4,4,0,1,0,0,0,2,0,,0,,.250,.250,.250,.500,22,1,,0,0,,,/7,moodywi01
632,Cy Moore,24,BRO,NL,32,19,16,1,3,0,0,0,0,0,0,1,1,.188,.235,.188,.423,7,3,,0,1,,0,1,moorecy01
633,Jim Moore,25,CLE,AL,2,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/1,mooreji01
634,John Moore?,--,BBB,NNL,3,8,7,1,1,0,0,0,0,0,,1,,.143,.250,.143,.393,5,1,,0,0,,,/6,moorejo03
635,Johnny Moore*,27,CHC,NL,37,69,63,13,18,1,0,2,8,0,0,4,6,.286,.338,.397,.735,81,25,,1,1,,0,H7/89,moorejo01
636,Wilcy Moore,32,NYY,AL,41,16,15,2,1,0,0,0,0,0,0,0,8,.067,.067,.067,.133,-65,1,,0,1,,0,1,moorewi01
637,Ed Morris,29,BOS,AL,33,79,69,6,16,3,1,1,5,0,0,3,17,.232,.264,.348,.612,58,24,,0,7,,0,1,morried02
638,Yellow Horse Morris,27,CAG,NNL,19,46,35,2,8,1,0,0,4,0,,4,,.229,.325,.257,.582,54,9,,1,6,,,1,morriye01
639,Johnny Morrison,33,BRO,NL,39,46,43,5,7,0,0,0,0,0,0,2,6,.163,.200,.163,.363,-8,7,,0,1,,0,1,morrijo04
640,Bud Morse*,24,PHA,AL,8,27,27,1,2,0,0,0,0,0,0,0,2,.074,.074,.074,.148,-62,2,,0,0,,0,/4,morsebu01
641,Jim Mosolf*,23,PIT,NL,8,14,13,3,6,1,1,0,2,0,0,1,1,.462,.500,.692,1.192,189,9,,0,0,,0,/H7,mosolji01
642,Ray Moss,27,BRO,NL,42,73,66,9,5,1,0,0,3,0,0,4,17,.076,.141,.091,.232,-41,6,,1,2,,0,1/H,mossra01
643,Glenn Myatt*,31,CLE,AL,59,141,129,14,30,4,1,1,17,0,1,7,5,.233,.277,.302,.580,47,39,,1,4,,0,2H,myattgl01
644,Arthur Nance,--,CAG,NNL,3,8,8,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/64,nancear01
645,George Nash?,22,MRS,NNL,2,2,1,0,0,0,0,0,0,0,,1,,.000,.500,.000,.500,42,0,,0,0,,,/1,nashge01
646,Leonard Nash?,--,CAG,NNL,1,2,1,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,1,,,/7,nashle01
647,Art Nehf*,36,CHC,NL,32,51,45,3,13,3,0,0,5,0,0,5,3,.289,.360,.356,.716,78,16,,0,1,,0,1,nehfar01
648,Bots Nekola*,22,NYY,AL,9,5,4,1,2,1,0,0,1,0,0,0,1,.500,.500,.750,1.250,226,3,,0,1,,0,/1,nekolbo01
649,Bobo Newsom,21,BRO,NL,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/1,newsobo01
650,Omer Newsome,29,MRS,NNL,4,6,6,2,3,0,0,0,0,0,,0,,.500,.500,.500,1.000,161,3,,0,0,,,/1,newsoom01
651,John O'Connell,25,PIT,NL,2,8,7,1,1,1,0,0,0,0,0,1,1,.143,.250,.286,.536,31,2,,0,0,,0,/2,o'conjo03
652,Joe O'Rourke*,24,PHI,NL,3,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/H,o'roujo02
653,Johnnie Oden,26,TOT,NNL,37,143,132,14,30,1,0,2,13,0,,8,,.227,.271,.280,.552,44,37,,0,3,,,5/4,odenjo01
654,Jack Ogden,31,SLB,AL,34,50,45,4,11,1,0,0,7,0,0,3,9,.244,.292,.267,.558,43,12,,0,2,,0,1,ogdenja01
655,Ossie Orwoll*,28,PHA,AL,30,53,51,6,13,2,1,0,6,0,0,2,11,.255,.283,.333,.616,56,17,,0,0,,0,1H/87,orwolos01
656,Bob Osborn,26,CHC,NL,3,4,4,0,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,24,1,,0,0,,0,/1,osborbo01
657,Phil Page,23,DET,AL,10,8,8,0,1,0,0,0,1,0,0,0,0,.125,.125,.125,.250,-35,1,,0,0,,0,1,pageph01
658,Satchel Paige,22,BBB,NNL,34,105,98,8,16,1,1,1,6,0,,2,,.163,.180,.224,.404,5,22,,0,5,,,1/97,paigesa01
659,Willie Parker?,--,MRS,NNL,1,1,1,1,1,1,0,0,0,0,,0,,1.000,1.000,2.000,3.000,663,2,,0,0,,,/7,parkewi01
660,Roy Parmelee,22,NYG,NL,2,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,149,1,,0,0,,0,/1,parmero01
661,Jimmy Pattison*,20,BRO,NL,6,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,151,1,,0,0,,0,/1,pattiji01
662,Red Peery*,22,BSN,NL,10,17,14,3,3,0,0,0,2,0,0,3,5,.214,.353,.214,.567,47,3,,0,0,,0,/1H,peeryre01
663,L. Peña?,--,CSW,NNL,38,124,115,12,29,3,1,1,11,0,,3,,.252,.271,.322,.593,54,37,,0,6,,,32/5,penal01
664,Ken Penner*,33,CHC,NL,5,4,4,0,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,24,1,,0,0,,0,/1,penneke01
665,Herb Pennock#,35,NYY,AL,27,61,51,4,9,0,0,0,1,0,0,4,6,.176,.236,.176,.413,11,9,,0,6,,0,1,pennohe01
666,Henry Peploski*,23,BSN,NL,6,12,10,1,2,0,0,0,1,0,0,1,3,.200,.273,.200,.473,22,2,,0,1,,0,/H5,peplohe01
667,José Pérez,30,CSE,ANL,55,239,210,36,61,11,2,0,23,0,,17,,.290,.361,.362,.722,76,76,,6,6,,,*3/2,perezjo01
668,Cy Perkins,33,PHA,AL,38,84,76,4,16,4,0,0,9,0,0,5,4,.211,.259,.263,.522,33,20,,0,3,,1,2/H,perkicy01
669,Verne Perkins,--,BBB,NNL,1,4,3,1,1,0,0,0,0,0,,1,,.333,.500,.333,.833,121,1,,0,0,,,/5,perkive01
670,Jesse Petty,34,PIT,NL,36,69,67,2,7,1,0,0,6,0,0,1,17,.104,.118,.119,.237,-42,8,,0,1,,0,1,pettyje01
671,Eddie Phillips,28,DET,AL,68,250,221,24,52,13,1,2,21,0,1,20,16,.235,.302,.330,.632,63,73,,1,7,,0,2/H,philled01
672,George Pipgras,29,NYY,AL,39,93,84,6,12,2,0,0,5,0,0,5,19,.143,.191,.167,.358,-5,14,,0,4,,0,1,pipgrge01
673,Robert Poindexter,31,TOT,NNL,10,18,15,1,2,0,0,0,0,0,,1,,.133,.188,.133,.321,-15,2,,0,2,,,/1,poindro01
674,Wilbert Pritchett?,32,HIL,ANL,10,22,20,1,1,0,0,0,0,0,,0,,.050,.050,.050,.100,-76,1,,0,2,,,1,pritcwi01
675,Augie Prudhomme,26,DET,AL,34,24,21,2,5,2,0,0,0,0,0,3,8,.238,.333,.333,.667,72,7,,0,0,,0,1,prudhau01
676,Jack Quinn,45,PHA,AL,35,64,60,2,8,2,0,0,3,0,0,0,20,.133,.133,.167,.300,-24,10,,0,4,,0,1,quinnja01
677,Alex Radcliff,23,CAG,NNL,1,4,2,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,2,,,/6,radclal01
678,Connie Rector,37,NLG,ANL,30,104,99,11,23,10,0,2,24,0,,3,,.232,.255,.394,.649,56,39,,0,2,,,1/79,rectoco01
679,Billy Rhiel,28,BRO,NL,76,228,205,27,57,9,4,4,25,0,1,19,25,.278,.339,.420,.759,88,86,,0,4,,1,4H/56,rhielbi01
680,Gordon Rhodes,21,NYY,AL,10,14,10,0,3,0,0,0,0,0,0,1,5,.300,.364,.300,.664,77,3,,0,3,,0,1,rhodego01
681,Harry Riconda,32,PIT,NL,8,17,15,3,7,2,0,0,2,0,1,0,0,.467,.467,.600,1.067,159,9,,0,2,,0,/H6,riconha01
682,Eppa Rixey,38,CIN,NL,35,71,65,2,15,1,0,0,1,0,0,1,13,.231,.242,.246,.489,24,16,,0,5,,0,1,rixeyep01
683,Roy Roberts,35,AC,ANL,4,11,8,1,1,0,0,0,0,0,,2,,.125,.300,.125,.425,7,1,,0,1,,,/1,roberro02
684,Wally Roettger,26,STL,NL,79,289,269,27,68,11,3,3,42,0,1,13,27,.253,.287,.349,.637,55,94,,0,7,,1,97H,roettwa01
685,Ed Roetz,23,SLB,AL,16,52,45,7,11,4,1,0,5,0,0,4,6,.244,.306,.378,.684,73,17,,0,2,,0,/6345,roetzed01
686,Eddie Rommel,31,PHA,AL,32,45,39,2,8,1,0,0,4,0,0,2,7,.205,.244,.231,.475,21,9,,0,4,,0,1,rommeed01
687,Charlie Root,30,CHC,NL,43,105,96,8,15,3,4,1,15,0,0,4,28,.156,.190,.302,.492,20,29,,0,5,,0,1,rootch01
688,Basilio Rosell?,27,CSE,ANL,11,32,27,4,8,2,0,0,2,0,,2,,.296,.367,.370,.737,80,10,,1,2,,,1,roselba01
689,William Ross?,35,HG,ANL,4,16,13,0,1,0,0,0,0,0,,2,,.077,.200,.077,.277,-30,1,,0,1,,,/1,rosswi01
690,Luther Roy,26,TOT,NL,23,40,33,2,9,0,0,0,4,0,0,7,6,.273,.400,.273,.673,66,9,,0,0,,0,1,roylu01
691,Ormsby Roy?,24,HG,ANL,1,3,3,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/6,royor01
692,Muddy Ruel,33,WSH,AL,69,225,188,16,46,4,2,0,20,0,5,31,7,.245,.352,.287,.639,66,54,,0,5,,4,2/H,ruelmu01
693,Red Ruffing,24,BOS,AL,60,121,114,9,35,9,0,2,17,0,0,2,13,.307,.325,.439,.763,97,50,,1,3,,0,1H/7,ruffire01
694,Silvino Ruiz,28,CSE,ANL,10,18,15,3,3,0,0,0,2,0,,2,,.200,.294,.200,.494,22,3,,0,1,,,/13,ruizsi01
695,Jack Russell,23,BOS,AL,37,80,70,5,9,0,0,0,2,0,0,5,22,.129,.187,.129,.315,-16,9,,0,5,,0,1/H,russeja01
696,Jack Ryan,24,BOS,AL,2,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/7H9,ryanja03
697,Red Ryan,31,TOT,ANL,24,54,47,12,13,3,1,1,7,0,,3,,.277,.320,.447,.767,85,21,,0,4,,,1/9,ryanre01
698,Ben Sankey,21,PIT,NL,2,8,7,1,1,0,0,0,0,0,0,0,1,.143,.143,.143,.286,-30,1,,0,1,,0,/6,sankebe01
699,Don Savidge,20,WSH,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/1,saviddo01
700,Ray Schalk,36,NYG,NL,5,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/2,schalra01
701,Johnny Schulte*,32,CHC,NL,31,78,69,6,18,3,0,0,9,0,1,7,11,.261,.329,.304,.633,58,21,,0,2,,0,2/H,schuljo04
702,Jack Scott*,37,NYG,NL,30,30,26,6,8,3,0,0,1,0,0,2,0,.308,.379,.423,.802,99,11,,1,0,,0,1,scottja01
