"","Player","doubles","triples","home_runs","singles"
"60","Joe Greene",0.0337756332931242,0.0241254523522316,0.0180940892641737,0.143546441495778
"61","Lewis Hampton",0.0403669724770642,0.0165137614678899,0.0422018348623853,0.181651376146789
"62","Hurley McNair",0.0408486383787207,0.0221659278024066,0.0139328689043699,0.204876504116529
"63","Wild Bill Wright",0.0486666666666667,0.026,0.0173333333333333,0.204666666666667
"64","Minnie Miñoso",0.0557692307692308,0.0230769230769231,0.0173076923076923,0.192307692307692
"65","Dana Holt",0.0614035087719298,0.0175438596491228,0,0.280701754385965
"66","Pat Patterson",0.0556826849733028,0.0198321891685736,0.0183066361556064,0.202135774218154
"67","Frankie Austin",0.0530973451327434,0.0123893805309735,0.00265486725663717,0.234513274336283
"68","Pete Hill",0.0359477124183007,0.0130718954248366,0.011437908496732,0.191176470588235
"69","Ben Taylor",0.0513307984790875,0.0140684410646388,0.00988593155893536,0.223574144486692
"70","Howard Easterling",0.0479041916167665,0.0273738237810094,0.0128314798973482,0.199315654405475
"71","Ed Rile",0.0551967116852613,0.0170287727539636,0.0217263652378156,0.184967704051674
"72","Chick Harper",0.0510204081632653,0.0102040816326531,0.0204081632653061,0.183673469387755
"73","Biz Mackey",0.0472078295912493,0.0164075993091537,0.0149683362118595,0.211571675302245
"74","Al Smith",0.0335570469798658,0.0335570469798658,0.0268456375838926,0.167785234899329
"75","George Carr",0.0498891352549889,0.0140428677014043,0.0206947524020695,0.195121951219512
"76","John Henry Lloyd",0.0475929978118162,0.0147702407002188,0.0087527352297593,0.240153172866521
"77","Steel Arm Davis",0.0509554140127389,0.0220034742327736,0.0150550086855819,0.201505500868558
"78","Sam Bennett",0.032967032967033,0.010989010989011,0.0192307692307692,0.228021978021978
"79","Lorenzo Cabrera",0.0537313432835821,0.017910447761194,0.017910447761194,0.191044776119403
"80","Henry Kimbro",0.0426655830963023,0.0195042665583096,0.0121901665989435,0.186915887850467
"81","Pancho Coimbre",0.0478723404255319,0.0106382978723404,0.0106382978723404,0.235815602836879
"82","Dick Lundy",0.0541850220264317,0.0140969162995595,0.0158590308370044,0.209691629955947
"83","Ed Stone",0.0390818858560794,0.0210918114143921,0.0173697270471464,0.194789081885856
"84","Blainey Hall",0.0446096654275093,0.0111524163568773,0.0111524163568773,0.237918215613383
"85","David Whatley",0.0432900432900433,0.0194805194805195,0.0108225108225108,0.222943722943723
"86","Fred Wilson",0.0263157894736842,0.0043859649122807,0.0131578947368421,0.232456140350877
"87","Branch Russell",0.0395630351343372,0.0215529967522882,0.016829052258636,0.184824328314142
"88","Luther Farrell",0.0395778364116095,0.0105540897097625,0.0237467018469657,0.196569920844327
"89","Wilson Redus",0.0420141116100064,0.0141116100064144,0.0275817831943554,0.186658114175754
"90","Louis Santop",0.0416666666666667,0.0130208333333333,0.0182291666666667,0.216145833333333
"91","Doc Dudley",0.0441810344827586,0.021551724137931,0.0140086206896552,0.182112068965517
"92","Babe Davis",0.0552995391705069,0.0230414746543779,0.00921658986175115,0.179723502304147
